QueryAccVer,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold
ASV_434,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_438,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_450,Aureococcus anophagefferens,species,Aureococcus anophagefferens,Aureococcus,NA,Pelagomonadales,Pelagophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_457,Micromonas pusilla,species,Micromonas pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_473,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_478,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_494,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_497,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_513,Micromonas pusilla,species,Micromonas pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_517,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_518,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_525,Flabelligeridae,genus,NA,Flabelligeridae,Flabelligeridae,Flabelligerida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_532,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_533,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_582,Pectinaria,genus,NA,Pectinaria,Pectinariidae,Terebellida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_585,Phocoena phocoena,species,Phocoena phocoena,Phocoena,Phocoenidae,Artiodactyla,Mammalia,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_589,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_607,Argis dentata,species,Argis dentata,Argis,Crangonidae,Decapoda,Malacostraca,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_638,Rhizosolenia setigera,species,Rhizosolenia setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,NA,Top hit,NCBI_nt,97
ASV_645,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_655,Dictyocha speculum,species,Dictyocha speculum,Dictyocha,NA,Dictyochales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_657,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_667,Dinophyceae,class,NA,NA,NA,NA,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_674,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_676,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_683,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_684,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_695,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_710,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_715,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_724,Attheya longicornis,species,Attheya longicornis,Attheya,Attheyaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,NA,Top hit,NCBI_nt,97
ASV_731,Micromonas pusilla,species,Micromonas pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_736,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_742,Spiophanes,genus,NA,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_744,Pseudopotamilla reniformis,species,Pseudopotamilla reniformis,Pseudopotamilla,Sabellidae,Sabellida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_760,Spiophanes,genus,NA,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_762,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_765,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_769,Dictyocha speculum,species,Dictyocha speculum,Dictyocha,NA,Dictyochales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_776,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_782,Calanus finmarchicus,species,Calanus finmarchicus,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_790,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_807,Temora longicornis,species,Temora longicornis,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_815,Gymnocanthus tricuspis,species,Gymnocanthus tricuspis,Gymnocanthus,Cottidae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_816,Laonice cirrata,species,Laonice cirrata,Laonice,Spionidae,Spionida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_822,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_831,Candidatus Pelagibacter,species,Candidatus Pelagibacter,Candidatus,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,NA,Top hit,NCBI_nt,97
ASV_832,Candidatus Pelagibacter,species,Candidatus Pelagibacter,Candidatus,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,NA,Top hit,NCBI_nt,97
ASV_835,Karlodinium,genus,NA,Karlodinium,Kareniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_836,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_857,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_860,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_883,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_884,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_886,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_887,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_896,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_897,Plotocnide borealis,species,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_902,Prionospio steenstrupi,species,Prionospio steenstrupi,Prionospio,Spionidae,Spionida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_911,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_921,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_941,Ammodytes,genus,NA,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_942,Catablema multicirratum,species,Catablema multicirratum,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_948,Catablema multicirratum,species,Catablema multicirratum,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_954,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_969,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_975,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_981,Spiophanes,genus,NA,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_1001,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_1020,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1041,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1044,Dictyocha speculum,species,Dictyocha speculum,Dictyocha,NA,Dictyochales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1045,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1048,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1051,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1053,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1059,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1060,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1069,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1073,Gymnodinium catenatum,species,Gymnodinium catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1077,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1090,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1129,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1135,Wildemania amplissima,species,Wildemania amplissima,Wildemania,Bangiaceae,Bangiales,Bangiophyceae,Rhodophyta,NA,Top hit,NCBI_nt,97
ASV_1136,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_1141,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1148,Candidatus Pelagibacter,species,Candidatus Pelagibacter,Candidatus,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,NA,Top hit,NCBI_nt,97
ASV_1154,Diaphoreolis viridis,species,Diaphoreolis viridis,Diaphoreolis,Trinchesiidae,Nudibranchia,Gastropoda,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1157,Mytilus,genus,NA,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1161,Myxicola infundibulum,species,Myxicola infundibulum,Myxicola,Sabellidae,Sabellida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_1178,Ammodytes,genus,NA,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_1184,Hyas coarctatus,species,Hyas coarctatus,Hyas,Majidae,Decapoda,Malacostraca,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1207,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1210,Candidatus Pelagibacter,species,Candidatus Pelagibacter,Candidatus,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,NA,Top hit,NCBI_nt,97
ASV_1219,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1243,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1244,Dinophyceae,class,NA,NA,NA,NA,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1245,Homo sapiens,species,Homo sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_1250,Thunnus,genus,NA,Thunnus,Scombridae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_1255,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1257,Gymnodinium catenatum,species,Gymnodinium catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1262,Candidatus Pelagibacter,species,Candidatus Pelagibacter,Candidatus,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,NA,Top hit,NCBI_nt,97
ASV_1264,Hiatella,genus,NA,Hiatella,Hiatellidae,Myoida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1284,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1291,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1293,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Metazoa,Top hit,NCBI_nt,97
ASV_1294,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_1306,Thalassiosira nordenskioeldii,species,Thalassiosira nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,NA,Top hit,NCBI_nt,97
ASV_1309,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1312,Protoperidinium,genus,NA,Protoperidinium,Protoperidiniaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1316,Azadinium,genus,NA,Azadinium,Amphidomataceae,Gonyaulacales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1324,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1328,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1331,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1357,Thoracosphaera heimii,species,Thoracosphaera heimii,Thoracosphaera,Thoracosphaeraceae,Thoracosphaerales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1369,Triparma laevis,species,Triparma laevis,Triparma,Triparmaceae,Parmales,Bolidophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1371,Micrura varicolor,species,Micrura varicolor,Micrura,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Metazoa,Top hit,NCBI_nt,97
ASV_1375,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1380,Dictyocha speculum,species,Dictyocha speculum,Dictyocha,NA,Dictyochales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1383,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_1396,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1400,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1407,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1425,Pycnococcus provasolii,species,Pycnococcus provasolii,Pycnococcus,Pycnococcaceae,NA,NA,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1430,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1436,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1441,Obelia longissima,species,Obelia longissima,Obelia,Obeliidae,Leptothecata,Hydrozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_1450,Micromonas pusilla,species,Micromonas pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1458,Thalassionema nitzschioides,species,Thalassionema nitzschioides,Thalassionema,Thalassionemataceae,Thalassionemales,Fragilariophyceae,Bacillariophyta,NA,Top hit,NCBI_nt,97
ASV_1461,Halocynthia pyriformis,species,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Metazoa,Top hit,NCBI_nt,97
ASV_1463,Thalassiosira pseudonana,species,Thalassiosira pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,NA,Top hit,NCBI_nt,97
ASV_1472,Solaster endeca,species,Solaster endeca,Solaster,Solasteridae,Velatida,Asteroidea,Echinodermata,Metazoa,Top hit,NCBI_nt,97
ASV_1476,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1504,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1515,Micromonas pusilla,species,Micromonas pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1518,Dinophysis,genus,NA,Dinophysis,Dinophysiaceae,Dinophysiales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1520,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1544,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1565,Halichondria panicea,species,Halichondria panicea,Halichondria,Halichondriidae,Suberitida,Demospongiae,Porifera,Metazoa,Top hit,NCBI_nt,97
ASV_1589,Heterocapsa rotundata,species,Heterocapsa rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1616,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1628,Pseudochattonella farcimen,species,Pseudochattonella farcimen,Pseudochattonella,NA,Florenciellales,Dictyochophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1629,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1637,Mytilus trossulus,species,Mytilus trossulus,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1641,Strongylocentrotus,genus,NA,Strongylocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,Echinodermata,Metazoa,Top hit,NCBI_nt,97
ASV_1643,Candidatus Pelagibacter,species,Candidatus Pelagibacter,Candidatus,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,NA,Top hit,NCBI_nt,97
ASV_1665,Halichondria coerulea,species,Halichondria coerulea,Halichondria,Halichondriidae,Suberitida,Demospongiae,Porifera,Metazoa,Top hit,NCBI_nt,97
ASV_1666,Strongylocentrotus,genus,NA,Strongylocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,Echinodermata,Metazoa,Top hit,NCBI_nt,97
ASV_1667,Margalefidinium polykrikoides,species,Margalefidinium polykrikoides,Margalefidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,Top hit,NCBI_nt,97
ASV_1684,Micromonas pusilla,species,Micromonas pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1691,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,NCBI_nt,97
ASV_1692,Nanomia cara,species,Nanomia cara,Nanomia,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Metazoa,Top hit,NCBI_nt,97
ASV_1693,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1700,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1719,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,Echinodermata,Metazoa,Top hit,NCBI_nt,97
ASV_1744,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1766,Mytilus trossulus,species,Mytilus trossulus,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
ASV_1774,Bathycoccus prasinos,species,Bathycoccus prasinos,Bathycoccus,Bathycoccaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Viridiplantae,Top hit,NCBI_nt,97
ASV_1788,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,Mollusca,Metazoa,Top hit,NCBI_nt,97
