QueryAccVer,SeqName,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold,Taxon.ori,Genus.ori,Family.ori,Order.ori,Class.ori,Phylum.ori
GLF067-14,GLF067-14 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Cyclopteridae; Cyclopterus; Cyclopterus lumpus,Cyclopterus lumpus,species,Cyclopterus lumpus,Cyclopterus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Cyclopterus lumpus,Cyclopterus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata
GLF281-16,GLF281-16 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Cyclopteridae; Eumicrotremus; Eumicrotremus spinosus,Eumicrotremus spinosus,species,Eumicrotremus spinosus,Eumicrotremus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Eumicrotremus spinosus,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata
DSFIB770-16,DSFIB770-16 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Cyclopteridae; Eumicrotremus; Eumicrotremus terraenovae,Eumicrotremus spinosus,species,Eumicrotremus spinosus,Eumicrotremus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Eumicrotremus terraenovae,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata
DSFIB801-16,DSFIB801-16 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Cyclopteridae; Eumicrotremus; Eumicrotremus terraenovae,Eumicrotremus spinosus,species,Eumicrotremus spinosus,Eumicrotremus,Cyclopteridae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Eumicrotremus terraenovae,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata
SCFAC666-06,SCFAC666-06 Root; Animalia; Chordata; Actinopterygii; Perciformes; Caristiidae; Caristius; Caristius fasciatus,Caristius fasciatus,species,Caristius fasciatus,Caristius,Caristiidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Caristius fasciatus,Caristius,Caristiidae,Perciformes,Actinopterygii,Chordata
SCFAC740-06,SCFAC740-06 Root; Animalia; Chordata; Actinopterygii; Perciformes; Centrolophidae; Hyperoglyphe; Hyperoglyphe perciformis,Hyperoglyphe perciformis,species,Hyperoglyphe perciformis,Hyperoglyphe,Centrolophidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Hyperoglyphe perciformis,Hyperoglyphe,Centrolophidae,Perciformes,Actinopterygii,Chordata
SCFAC037-05,SCFAC037-05 Root; Animalia; Chordata; Actinopterygii; Perciformes; Stromateidae; Peprilus; Peprilus triacanthus,Peprilus triacanthus,species,Peprilus triacanthus,Peprilus,Stromateidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Peprilus triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Chordata
SCAFB660-07,SCAFB660-07 Root; Animalia; Chordata; Actinopterygii; Perciformes; Stromateidae; Peprilus; Peprilus triacanthus,Peprilus triacanthus,species,Peprilus triacanthus,Peprilus,Stromateidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Peprilus triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Chordata
SCAFB646-07,SCAFB646-07 Root; Animalia; Chordata; Actinopterygii; Perciformes; Stromateidae; Peprilus; Peprilus triacanthus,Peprilus triacanthus,species,Peprilus triacanthus,Peprilus,Stromateidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Peprilus triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Chordata
SCAFB611-07,SCAFB611-07 Root; Animalia; Chordata; Actinopterygii; Perciformes; Stromateidae; Peprilus; Peprilus triacanthus,Peprilus triacanthus,species,Peprilus triacanthus,Peprilus,Stromateidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Peprilus triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Chordata
SCAFB645-07,SCAFB645-07 Root; Animalia; Chordata; Actinopterygii; Perciformes; Stromateidae; Peprilus; Peprilus triacanthus,Peprilus triacanthus,species,Peprilus triacanthus,Peprilus,Stromateidae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Peprilus triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Chordata
GLF063-14,GLF063-14 Root; Animalia; Chordata; Actinopterygii; Perciformes; Scombridae; Scomber; Scomber scombrus,Scomber scombrus,species,Scomber scombrus,Scomber,Scombridae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Scomber scombrus,Scomber,Scombridae,Perciformes,Actinopterygii,Chordata
SCFAC604-06,SCFAC604-06 Root; Animalia; Chordata; Actinopterygii; Perciformes; Scombridae; Thunnus; Thunnus thynnus,Thunnus,genus,NA,Thunnus,Scombridae,Scombriformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Thunnus thynnus,Thunnus,Scombridae,Perciformes,Actinopterygii,Chordata
SCFAC627-06,SCFAC627-06 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Sebastidae; Helicolenus; Helicolenus dactylopterus,Helicolenus dactylopterus,species,Helicolenus dactylopterus,Helicolenus,Sebastidae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Helicolenus dactylopterus,Helicolenus,Sebastidae,Scorpaeniformes,Actinopterygii,Chordata
SCAFB090-07,SCAFB090-07 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Sebastidae; Sebastes; Sebastes fasciatus,Sebastes,genus,NA,Sebastes,Sebastidae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Sebastes fasciatus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Chordata
GLF250-14,GLF250-14 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Sebastidae; Sebastes; Sebastes norvegicus,Sebastes,genus,NA,Sebastes,Sebastidae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Sebastes norvegicus,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Chordata
UKFBJ437-08,UKFBJ437-08 Root; Animalia; Chordata; Actinopterygii; Scorpaeniformes; Sebastidae; Sebastes; Sebastes mentella,Sebastes,genus,NA,Sebastes,Sebastidae,Perciformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Sebastes mentella,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Chordata
SCFAC067-05,SCFAC067-05 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Glyptocephalus; Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,species,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCAFB110-07,SCAFB110-07 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Glyptocephalus; Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,species,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCFAC320-06,SCFAC320-06 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Glyptocephalus; Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,species,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCAFB832-07,SCAFB832-07 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Glyptocephalus; Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,species,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Glyptocephalus cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCFAC820-06,SCFAC820-06 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Hippoglossoides; Hippoglossoides platessoides,Hippoglossoides platessoides,species,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCAFB372-07,SCAFB372-07 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Hippoglossoides; Hippoglossoides platessoides,Hippoglossoides platessoides,species,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCFAC406-06,SCFAC406-06 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Hippoglossoides; Hippoglossoides platessoides,Hippoglossoides platessoides,species,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
SCAFB371-07,SCAFB371-07 Root; Animalia; Chordata; Actinopterygii; Pleuronectiformes; Pleuronectidae; Hippoglossoides; Hippoglossoides platessoides,Hippoglossoides platessoides,species,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Metazoa,Top hit,postONncbi_nt,99,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
